openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status
A5046868303,Taïbi Ben Hadda,1,1,P0012,Euro-Mediterranean University of Fes,MA,no,1,Dual-functional N-alkylated tetrazole derivatives: Corrosion inhibitors with potential for pharmacological development,out_of_scope
A5045576618,Rohit Kumar Singh,1,1,P0012,Central University of South Bihar,IN,no,1,Lignin-wrapped silver nanoparticles-based chitosan/polyvinylpyrrolidone nano-composite hydrogel films for infected wounds,out_of_scope
A5112761572,Seema Bansal,1,1,P0012,"Maharishi Markandeshwar University, Mullana",IN,no,1,Lignin-wrapped silver nanoparticles-based chitosan/polyvinylpyrrolidone nano-composite hydrogel films for infected wounds,out_of_scope
A5077736098,Rishabh Chaudhary,1,1,P0012,"Maharishi Markandeshwar University, Mullana",IN,no,1,Lignin-wrapped silver nanoparticles-based chitosan/polyvinylpyrrolidone nano-composite hydrogel films for infected wounds,out_of_scope
A5001975994,Sumeet Gupta,1,1,P0012,"Maharishi Markandeshwar University, Mullana",IN,no,1,Lignin-wrapped silver nanoparticles-based chitosan/polyvinylpyrrolidone nano-composite hydrogel films for infected wounds,out_of_scope
A5055729462,B. Sundaravel,1,1,P0012,Kalasalingam Academy of Research and Education,IN,no,1,Hybrid Epoxy Composites Reinforced with Coconut Sheath and Basalt Fibres: Enhancing Mechanical and Thermal Performance for Sustainable Applications,out_of_scope
A5115092925,Balamurugan Rathinam,1,1,P0012,Kalasalingam Academy of Research and Education,IN,no,1,Hybrid Epoxy Composites Reinforced with Coconut Sheath and Basalt Fibres: Enhancing Mechanical and Thermal Performance for Sustainable Applications,out_of_scope
A5102422577,Yulong Yao,1,1,P0012,North University of China,CN,no,1,"Lignin produced nano zinc oxide flower particles and their antimicrobial, antibiofilm, invitro anticancer activity and toxicity on seed germination",out_of_scope
A5058166056,Liyuan Ma,1,1,P0012,North University of China,CN,no,1,"Lignin produced nano zinc oxide flower particles and their antimicrobial, antibiofilm, invitro anticancer activity and toxicity on seed germination",out_of_scope
A5109340099,Hyun-Jeong Oh,1,1,P0012,,,no,1,Chemical Composition and Antioxidative Activity of Kiwifruit in Different Cultivars and Maturity,out_of_scope
A5110262207,Si-Bum Jeon,1,1,P0012,,,no,1,Chemical Composition and Antioxidative Activity of Kiwifruit in Different Cultivars and Maturity,out_of_scope
A5101705402,Hye-Young Kang,1,1,P0012,,,no,1,Chemical Composition and Antioxidative Activity of Kiwifruit in Different Cultivars and Maturity,out_of_scope
A5110439970,Young-Jun Yang,1,1,P0012,,,no,1,Chemical Composition and Antioxidative Activity of Kiwifruit in Different Cultivars and Maturity,out_of_scope
A5018153152,Sang-Bin Lim,1,1,P0012,,,no,1,Chemical Composition and Antioxidative Activity of Kiwifruit in Different Cultivars and Maturity,out_of_scope
A5064847013,Daniel J. Sandman,1,1,P0012,Combat Capabilities Development Command Soldier Center; University of Massachusetts Lowell,US,no,1,Self-Doped Polyaniline/Poly(diallyldimethyl ammonium chloride) Complex: N-Type Doping with High Stability,out_of_scope
A5030524003,Devi Govindaraj,1,1,P0012,Vellore Institute of Technology University,IN,no,1,"Fumed Silica Support as a Catalytic Platform, Ni and Mn Oxide Reactive Species for the Selective Hydration of Aromatic Nitriles",out_of_scope
A5091451282,Buvaneswari Gopal,1,1,P0012,Vellore Institute of Technology University,IN,no,1,"Fumed Silica Support as a Catalytic Platform, Ni and Mn Oxide Reactive Species for the Selective Hydration of Aromatic Nitriles",out_of_scope
A5103074334,Ji Hun Jang,1,1,P0012,,,no,1,Whitening and Anti-wrinkle Effects of Korean Native Dendrobium moniliforme Methanol Extract,out_of_scope
A5011102599,Jae Hyung Ko,1,1,P0012,,,no,1,Whitening and Anti-wrinkle Effects of Korean Native Dendrobium moniliforme Methanol Extract,out_of_scope
A5101525820,Hyun Woo Cho,1,1,P0012,,,no,1,Whitening and Anti-wrinkle Effects of Korean Native Dendrobium moniliforme Methanol Extract,out_of_scope
A5117619231,Sivan Vettarayan,1,1,P0012,Vels University,IN,no,1,A fluorescent sensor utilizing aggregated luminol-capped cadmium nanoparticles for detecting formaldehyde in preserved fish,out_of_scope
A5084996558,Ramesh Manickam,1,1,P0012,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,IN,no,1,A fluorescent sensor utilizing aggregated luminol-capped cadmium nanoparticles for detecting formaldehyde in preserved fish,out_of_scope
A5058386292,Venkatesan Raja,1,1,P0012,Saveetha University,IN,no,1,"An investigation of zinc oxide nanoflowers biofabricated from karaya gum for their antibacterial, antibiofilm, antioxidant, anticancer, and hemocompatibility properties in vitro",out_of_scope
A5100349157,Sang Hoon Lee,1,1,P0012,,,no,1,"Aucubin, Catalpol, and GABA Contents in Different Plant Parts of Rehmannia glutinosa Cultivars",out_of_scope
A5030913960,Jeong Su Yoon,1,1,P0012,,,no,1,"Aucubin, Catalpol, and GABA Contents in Different Plant Parts of Rehmannia glutinosa Cultivars",out_of_scope
A5100652688,Jae Kwang Kim,1,1,P0012,,,no,1,"Aucubin, Catalpol, and GABA Contents in Different Plant Parts of Rehmannia glutinosa Cultivars",out_of_scope
A5110781572,Chun Geon Park,1,1,P0012,,,no,1,"Aucubin, Catalpol, and GABA Contents in Different Plant Parts of Rehmannia glutinosa Cultivars",out_of_scope
A5006163621,Jae Ki Chang,1,1,P0012,,,no,1,"Aucubin, Catalpol, and GABA Contents in Different Plant Parts of Rehmannia glutinosa Cultivars",out_of_scope
A5051864458,Yeon Bok Kim,1,1,P0012,,,no,1,"Aucubin, Catalpol, and GABA Contents in Different Plant Parts of Rehmannia glutinosa Cultivars",out_of_scope
A5018977855,Chun Hwan Kim,1,1,P0012,,,no,1,Effect of Vernalizing Temperature on Growth and Yield of Globe Artichoke,out_of_scope
A5109841616,Yul Kyun Ahn,1,1,P0012,,,no,1,Effect of Vernalizing Temperature on Growth and Yield of Globe Artichoke,out_of_scope
A5062842862,Nunuk Aries Nurulita,1,1,P0012,Muhammadiyah University Purwokerto,ID,no,1,Effect of Molecular Weight of Poly(Ethylene Glycol) Dicarboxylate on the Properties of Cross-Linked Hydrogel Film as an Antiadhesion Barrier,out_of_scope
A5084598200,Elza Sundhani,1,1,P0012,Muhammadiyah University Purwokerto,ID,no,1,Effect of Molecular Weight of Poly(Ethylene Glycol) Dicarboxylate on the Properties of Cross-Linked Hydrogel Film as an Antiadhesion Barrier,out_of_scope
A5077081923,Sambasivam Sangaraju,1,1,P0012,United Arab Emirates University,AE,no,1,Flexible and water-soluble polythiophene carboxylate for selective appraisal of acebutolol in aqueous samples,out_of_scope
A5020171028,Ho Bang Kim,1,1,P0012,,,no,1,Development of Chloroplast DNA-Based Simple Sequence Repeat Markers for Angelica Species Differentiation,out_of_scope
A5100666514,Jung Ho Lee,1,1,P0012,,,no,1,Development of Chloroplast DNA-Based Simple Sequence Repeat Markers for Angelica Species Differentiation,out_of_scope
A5019388218,Kuppusamy Murugavel,1,1,P0012,,,no,1,Encapsulation of tannic acid in polyvinylidene fluoride mediated electrospun nanofibers and its antibiofilm and antibacterial activities,out_of_scope
A5100619802,Anish Khan,1,1,P0012,King Abdulaziz University,SA,no,1,Magnetic characteristics at low and high temperatures of a mixed graphyne lattice: A Monte Carlo study,out_of_scope
A5101231355,Pavithra Alagarsamy,1,1,P0012,Loyola College,IN,no,1,Boosting Fenton’s Oxidation Reaction by a Food Waste-Derived Catalyst for Oxidizing Organic Dyes: Synergistic Effect of Complex Iron Oxides and the Layer Carbon Structure,out_of_scope
A5092788713,Manoj Infant Chinnapparaj,1,1,P0012,Loyola College,IN,no,1,Boosting Fenton’s Oxidation Reaction by a Food Waste-Derived Catalyst for Oxidizing Organic Dyes: Synergistic Effect of Complex Iron Oxides and the Layer Carbon Structure,out_of_scope
A5088608103,Vishwa Rohini Manivasagam,1,1,P0012,Loyola College,IN,no,1,Boosting Fenton’s Oxidation Reaction by a Food Waste-Derived Catalyst for Oxidizing Organic Dyes: Synergistic Effect of Complex Iron Oxides and the Layer Carbon Structure,out_of_scope
A5030068739,Lekshmi Gangadhar,1,1,P0012,Kanyakumari Government Medical College,IN,no,1,Electron Beam-Supported Fabrication of Biocompatible Silver/iota-Carrageenan for Wound Healing Application,out_of_scope
A5112400320,Vijai Kumar Gupta,1,1,P0012,Scotland's Rural College,GB,no,1,Electron Beam-Supported Fabrication of Biocompatible Silver/iota-Carrageenan for Wound Healing Application,out_of_scope
A5012390032,Ajeet Kumar Kaushik,1,1,P0012,Florida Polytechnic University; Woxsen School of Business,IN; US,no,1,Electron Beam-Supported Fabrication of Biocompatible Silver/iota-Carrageenan for Wound Healing Application,out_of_scope
A5083300905,Swarup Roy,1,1,P0012,Lovely Professional University,IN,no,1,Fabrication of nanoceria and metakaolin activated poly (butylene adipate-co-terephthalate)-based composite for active food packaging applications,out_of_scope
A5106781709,Lesly Fathima Arul Sigamani,1,1,P0012,,,no,1,Dimercaprol-modified mesoporous silica nanoparticles for efficient removal of toxic mercury ions from aqueous solution,out_of_scope
A5055097091,Salim Manoharadas,1,1,P0012,King Saud University,SA,no,1,Dimercaprol-modified mesoporous silica nanoparticles for efficient removal of toxic mercury ions from aqueous solution,out_of_scope
A5014899063,F. Joy Johanson,1,1,P0012,Annamalai University,IN,no,1,Optical and electrochemical performance of NdVO4 nanorods,out_of_scope
A5037365260,M. Joseph Salethraj,1,1,P0012,Social Service Sericulture Project Trust,IN,no,1,Optical and electrochemical performance of NdVO4 nanorods,out_of_scope
A5076317533,D. Govindarajan,1,1,P0012,Annamalai University,IN,no,1,Optical and electrochemical performance of NdVO4 nanorods,out_of_scope
A5028309671,Selvakumar Suthakaran,1,1,P0012,Karpagam Academy of Higher Education,IN,no,1,Optical and electrochemical performance of NdVO4 nanorods,out_of_scope
A5102706180,Deepak Rawat,1,1,P0012,Babasaheb Bhimrao Ambedkar University,IN,no,1,Atenolol Ameliorates Skeletal Muscle Atrophy and Oxidative Stress Induced by Cast Immobilization in Rats,out_of_scope
A5045691366,Nayab Rasool Shaik,1,1,P0012,Sri Venkateswara University,IN,no,1,"Design, Synthesis, Antimicrobial Evaluation, and Molecular Docking Studies of Carbamoyl Phosphonates",out_of_scope
A5113126959,Venkateswarlu Nagam,1,1,P0012,Sri Venkateswara University,IN,no,1,"Design, Synthesis, Antimicrobial Evaluation, and Molecular Docking Studies of Carbamoyl Phosphonates",out_of_scope
A5091051400,Venkataramaiah Chintha,1,1,P0012,Sri Venkateswara University,IN,no,1,"Design, Synthesis, Antimicrobial Evaluation, and Molecular Docking Studies of Carbamoyl Phosphonates",out_of_scope
A5047694395,Wudayagiri Rajendra,1,1,P0012,Sri Venkateswara University,IN,no,1,"Design, Synthesis, Antimicrobial Evaluation, and Molecular Docking Studies of Carbamoyl Phosphonates",out_of_scope
A5049345221,Khasan Berdimuradov,1,1,P0012,Western Caspian University,AZ,no,1,Gossypol derivate as a green anti-corrosion agent in the aqueous phase of crude oil,out_of_scope
A5071492456,Basant Lal,1,1,P0012,GLA University,IN,no,1,Gossypol derivate as a green anti-corrosion agent in the aqueous phase of crude oil,out_of_scope
A5099382517,Gulnar K. Ziyayeva,1,1,P0012,M. Kh Dulati Taraz State University,KZ,no,1,Gossypol derivate as a green anti-corrosion agent in the aqueous phase of crude oil,out_of_scope
A5054458219,Ahmad Hosseini–Bandegharaei,1,1,P0012,Chandigarh University; Chitkara University; Saveetha University; Semnan University,IN; IR,no,1,Gossypol derivate as a green anti-corrosion agent in the aqueous phase of crude oil,out_of_scope
A5119072165,Ramakrishna Vadde,1,1,P0012,Yogi Vemana University,IN,no,1,Formulation of poly(butylene adipate-co-terephthalate)/caffeic acid composites for vegetable packaging applications,out_of_scope
A5018187132,Pedro Brandão,1,1,P0012,Escola Superior de Saúde Egas Moniz; Institute for Bioengineering and Biosciences; Institute for Biotechnology and Bioengineering; University of Coimbra; University of Lisbon,PT,no,1,Formulation of poly(butylene adipate-co-terephthalate)/caffeic acid composites for vegetable packaging applications,out_of_scope
A5102769239,Pedro Fonte,1,1,P0012,Institute for Bioengineering and Biosciences; Institute for Biotechnology and Bioengineering; University of Algarve; University of Lisbon,PT,no,1,Formulation of poly(butylene adipate-co-terephthalate)/caffeic acid composites for vegetable packaging applications,out_of_scope
A5091059062,Hooman Rahmani,1,1,P0012,Sidi Mohamed Ben Abdellah University,MA,no,1,"Investigating the corrosion inhibition performance of regioisomeric 1,2,3-triazole derivatives for mild steel in HCl: electrochemical and computational insights",out_of_scope
A5009428075,Hasnaa Haidara,1,1,P0012,Université Ibn-Tofail,MA,no,1,"Investigating the corrosion inhibition performance of regioisomeric 1,2,3-triazole derivatives for mild steel in HCl: electrochemical and computational insights",out_of_scope
A5006582614,Mourad Rafik,1,1,P0012,Sidi Mohamed Ben Abdellah University,MA,no,1,"Investigating the corrosion inhibition performance of regioisomeric 1,2,3-triazole derivatives for mild steel in HCl: electrochemical and computational insights",out_of_scope
A5109469031,E. Hadaji,1,1,P0012,Sidi Mohamed Ben Abdellah University,MA,no,1,"Investigating the corrosion inhibition performance of regioisomeric 1,2,3-triazole derivatives for mild steel in HCl: electrochemical and computational insights",out_of_scope
A5016288939,Mathanraj Vijayaragavan,1,1,P0012,SRM Institute of Science and Technology,IN,no,1,Synergistic impacts of shot-blasted container and absorber surfaces with organic PCM for tapioca cassava solar drying under natural and forced convection approaches,out_of_scope
A5063631506,Jamelah S. Al‐Otaibi,1,1,P0012,Princess Nourah bint Abdulrahman University,SA,no,1,Synergistic impacts of shot-blasted container and absorber surfaces with organic PCM for tapioca cassava solar drying under natural and forced convection approaches,out_of_scope
A5120328549,Saravanan Pandiyaraj,1,1,P0012,King Saud University,SA,no,1,Synergistic impacts of shot-blasted container and absorber surfaces with organic PCM for tapioca cassava solar drying under natural and forced convection approaches,out_of_scope
A5126015296,Govindhasamy Murugadoss,1,1,P0012,Sathyabama Institute of Science and Technology,IN,no,1,Synergistic enhancement of the photocatalytic and antibacterial activities of cerium and tin-doped zinc sulfide nanoparticles,out_of_scope
A5058767308,Nachimuthu Venkatesh,1,1,P0012,Sathyabama Institute of Science and Technology,IN,no,1,Synergistic enhancement of the photocatalytic and antibacterial activities of cerium and tin-doped zinc sulfide nanoparticles,out_of_scope
A5126019411,Lalitha Gnanasekaran,1,1,P0012,University of Tarapacá,CL,no,1,Synergistic enhancement of the photocatalytic and antibacterial activities of cerium and tin-doped zinc sulfide nanoparticles,out_of_scope
A5126013301,Meivelu Moovendhan,1,1,P0012,Saveetha University,IN,no,1,Synergistic enhancement of the photocatalytic and antibacterial activities of cerium and tin-doped zinc sulfide nanoparticles,out_of_scope
A5034336753,Doseung Lee,1,1,P0012,,,no,1,Methanol Extract of Alpinia katsumadai Hayata has Anti-viral Activity by Inhibition of α-glucosidase,out_of_scope
A5011361820,Young Cheon Kim,1,1,P0012,,,no,1,Methanol Extract of Alpinia katsumadai Hayata has Anti-viral Activity by Inhibition of α-glucosidase,out_of_scope
A5083090153,Wang Shik Lee,1,1,P0012,,,no,1,Methanol Extract of Alpinia katsumadai Hayata has Anti-viral Activity by Inhibition of α-glucosidase,out_of_scope
A5100897974,Sang Ho Jo,1,1,P0012,,,no,1,The Influence of Educare Teachers’ Self-encouragement and Social Support on Psychological Burnout,out_of_scope
A5037792159,Dae Ok Kang,1,1,P0012,,,no,1,The Influence of Educare Teachers’ Self-encouragement and Social Support on Psychological Burnout,out_of_scope
A5083823639,Hyun Joo Park,1,1,P0012,,,no,1,IMPROVING THE NETWORK LIFETIME OF WSN USING AN INTELLIGENT DATA COLLECTION MAC PROTOCOL,out_of_scope
A5070943471,Joonsuk Lee,1,1,P0012,University of Massachusetts Lowell,US,no,1,Template‐Assisted Synthesis of Self‐Doped Polyaniline: Morphological Effects of Templates on the Conductivity,out_of_scope
A5100325734,Yanping Wang,1,1,P0012,University of Massachusetts Lowell,US,no,1,Template‐Assisted Synthesis of Self‐Doped Polyaniline: Morphological Effects of Templates on the Conductivity,out_of_scope
A5007211401,Ke Yang,1,1,P0012,University of Massachusetts Lowell,US,no,1,Template‐Assisted Synthesis of Self‐Doped Polyaniline: Morphological Effects of Templates on the Conductivity,out_of_scope
A5100759948,Hyun Ah Kim,1,1,P0012,,,no,1,Monitoring Methylmercury in Abyssal Fish,out_of_scope
A5118899063,Jeong Yong Lee,1,1,P0012,,,no,1,Monitoring Methylmercury in Abyssal Fish,out_of_scope
A5101667015,Eun Hye Park,1,1,P0012,,,no,1,Monitoring Methylmercury in Abyssal Fish,out_of_scope
A5045322548,Dong-Sul Kim,1,1,P0012,,,no,1,Monitoring Methylmercury in Abyssal Fish,out_of_scope
A5003919688,Chan-Soon Kang,1,1,P0012,,,no,1,Monitoring Methylmercury in Abyssal Fish,out_of_scope
A5110246029,Kwang Yoo Byun,1,1,P0012,SK Group (United States),US,no,1,Chip to chip bonding using micro-cu bumps with sn capping layers,out_of_scope
A5034006867,Qwan Ho Chung,1,1,P0012,SK Group (United States),US,no,1,Chip to chip bonding using micro-cu bumps with sn capping layers,out_of_scope
A5108247829,Min Suk Suh,1,1,P0012,SK Group (United States),US,no,1,Chip to chip bonding using micro-cu bumps with sn capping layers,out_of_scope
A5016194469,K. Kulathuraan,1,1,P0012,,,no,1,"Thermoplastic Polymers/Silicon Nanocomposites: Influence of Concentration on Morphological, Optical, and Electrical Properties",out_of_scope
A5032436615,R. Parameshwari,1,1,P0012,SRM Institute of Science and Technology,IN,no,1,"Thermoplastic Polymers/Silicon Nanocomposites: Influence of Concentration on Morphological, Optical, and Electrical Properties",out_of_scope
A5024215046,Natarajan Arumugam,1,1,P0012,King Saud University,SA,no,1,Ethanedithiol-modified silica nanoparticles for selective removal of Hg2+ ions from aqueous wastewater,out_of_scope
A5043428970,Abdulrahman Ibrahim Almansour,1,1,P0012,King Saud University,SA,no,1,Ethanedithiol-modified silica nanoparticles for selective removal of Hg2+ ions from aqueous wastewater,out_of_scope
A5058519370,Ji Hun Jang,1,1,P0012,,,no,1,Effect of Dendrobium loddigesii Rolfe Methanol Extract on Melanogenesis in α-MSH Stimulated B16F10 Cells,out_of_scope
A5112440076,Mi Ok Sim,1,1,P0012,,,no,1,Effect of Dendrobium loddigesii Rolfe Methanol Extract on Melanogenesis in α-MSH Stimulated B16F10 Cells,out_of_scope
A5046922025,Kiho Lee,1,1,P0012,,,no,1,Effect of Dendrobium loddigesii Rolfe Methanol Extract on Melanogenesis in α-MSH Stimulated B16F10 Cells,out_of_scope
A5020345027,Chun Hwan Kim,1,1,P0012,,,no,1,Effects of Mulching Materials on Growth and Yield of Okra (Abelmoschus esculentus L. Moench) in Korea,out_of_scope
A5103913597,Seung Ho Jeon,1,1,P0012,,,no,1,Effects of Mulching Materials on Growth and Yield of Okra (Abelmoschus esculentus L. Moench) in Korea,out_of_scope
A5007658440,Doo Kyong Moon,1,1,P0012,,,no,1,Effects of Mulching Materials on Growth and Yield of Okra (Abelmoschus esculentus L. Moench) in Korea,out_of_scope
A5103909723,Young Bin Jung,1,1,P0012,,,no,1,Effects of Mulching Materials on Growth and Yield of Okra (Abelmoschus esculentus L. Moench) in Korea,out_of_scope
A5110622598,Won Seok Lyoo,1,1,P0012,,,no,1,Effect of constitutive equations on theoretical analysis in melt spinning process,out_of_scope
A5083933807,이진영,1,1,P0012,,,no,1,A Bursty Traffics Friendly MAC Protocol in Wireless Sensor Networks,out_of_scope
A5106489865,Kanakaraj Pakiyaraj,1,1,P0012,Social Service Sericulture Project Trust,IN,no,1,pH-responsive drug delivery and antimicrobial efficacy of pectin- polyhexamethylene guanidine-based polyelectrolyte complex biocides,out_of_scope
A5082293385,Thi Hong Trang Pham,1,1,P0012,Duy Tan University,VN,no,1,pH-responsive drug delivery and antimicrobial efficacy of pectin- polyhexamethylene guanidine-based polyelectrolyte complex biocides,out_of_scope
A5036025675,Kavitha Balasubramanian,1,1,P0012,Madurai Kamaraj University,IN,no,1,3D Zif-67-derived carbon template for cobalt stannate nanospheres: Nanocomposites for electrochemical detection of mesalazine,out_of_scope
A5058388363,Chun‐Chen Yang,1,1,P0012,Ming Chi University of Technology,TW,no,1,3D Zif-67-derived carbon template for cobalt stannate nanospheres: Nanocomposites for electrochemical detection of mesalazine,out_of_scope
A5071027138,Ahmed Muteb Aljuwayid,1,1,P0012,King Saud University,SA,no,1,3D Zif-67-derived carbon template for cobalt stannate nanospheres: Nanocomposites for electrochemical detection of mesalazine,out_of_scope
A5075918189,Sang-Hyup Park,1,1,P0012,,,no,1,Microstructures and Martensitic Transformation Behavior of a (Ti+Hf)-Rich Ti–49Ni–12Hf Alloy,out_of_scope
A5050964598,Nam‐Seok Kim,1,1,P0012,,,no,1,Microstructures and Martensitic Transformation Behavior of a (Ti+Hf)-Rich Ti–49Ni–12Hf Alloy,out_of_scope
A5023256951,Tae-Hyun Nam,1,1,P0012,,,no,1,Microstructures and Martensitic Transformation Behavior of a (Ti+Hf)-Rich Ti–49Ni–12Hf Alloy,out_of_scope
A5002323757,HaeJin Lee,1,1,P0012,,,no,1,Chemical Profiles and Antiobesity Effect of a Mixture of Astragalus membranaceus and Lithospermum erythrorhizon Extract in High Fat Diet Fed Mice,out_of_scope
A5040629913,Sung-Bum Park,1,1,P0012,,,no,1,Chemical Profiles and Antiobesity Effect of a Mixture of Astragalus membranaceus and Lithospermum erythrorhizon Extract in High Fat Diet Fed Mice,out_of_scope
A5111209534,Suresh Kumar S.M,1,1,P0012,,,no,1,An Overview of Active Electrode Materials for the Efficient High-performance Supercapacitor Application,out_of_scope
A5101182757,Azad Kumar,1,1,P0012,Siddhartha University,NP,no,1,"Synthesis of TiO2, TiO2/PAni, TiO2/PAni/GO Nanomaterials and Photodegradation of Anionic Dyes Rose Bengal and Thymol Blue in Visible Light",out_of_scope
A5053278878,N. Arrousse,1,1,P0012,Sidi Mohamed Ben Abdellah University,MA,no,1,Correction: Surface treatment and corrosion protection of mild steel by the oily extracts of olive mill waste cake,out_of_scope
A5022793272,N. Al-Zaqri,1,1,P0012,King Saud University,SA,no,1,Correction: Surface treatment and corrosion protection of mild steel by the oily extracts of olive mill waste cake,out_of_scope
A5005239964,F. El Hajjaji,1,1,P0012,Sidi Mohamed Ben Abdellah University,MA,no,1,Correction: Surface treatment and corrosion protection of mild steel by the oily extracts of olive mill waste cake,out_of_scope
A5072943929,Z. Rais,1,1,P0012,Sidi Mohamed Ben Abdellah University,MA,no,1,Correction: Surface treatment and corrosion protection of mild steel by the oily extracts of olive mill waste cake,out_of_scope
A5014995858,Sung Ku Kang,1,1,P0012,,,no,1,Genetic Variation of the Plastid trnL-trnF Region in Arisaema robustum (Araceae) Using Single Stranded Conformation Polymorphism Analysis,out_of_scope
A5112120598,Hyun Joo An,1,1,P0012,,,no,1,Genetic Variation of the Plastid trnL-trnF Region in Arisaema robustum (Araceae) Using Single Stranded Conformation Polymorphism Analysis,out_of_scope
A5087889084,Jo-Eun Park,1,1,P0012,,,no,1,Establishing of the Service Desk for Efficient Learning Support at the Universities,out_of_scope
A5101686545,Jae-Han Lee,1,1,P0012,,,no,1,"‘Goldone’, Newly Bred Yellow Fleshed Kiwifruit",out_of_scope
A5013333049,Kyeong-Ho Chung,1,1,P0012,,,no,1,"‘Goldone’, Newly Bred Yellow Fleshed Kiwifruit",out_of_scope
A5100740475,In Young Kim,1,1,P0012,,,no,1,Monitoring of Multi-class Pesticide Residues in Agricultural Products Using GC/MS/MS,out_of_scope
A5087355229,Young Ja Lee,1,1,P0012,,,no,1,Monitoring of Multi-class Pesticide Residues in Agricultural Products Using GC/MS/MS,out_of_scope
A5032166834,Sang-Ouk Park,1,1,P0012,,,no,1,Simultaneous Determination and Monitoring of Three Macrolide Antibiotics in Foods by HPLC,out_of_scope
A5100330702,Sangho Lee,1,1,P0012,,,no,1,Simultaneous Determination and Monitoring of Three Macrolide Antibiotics in Foods by HPLC,out_of_scope
A5112029890,Eun-Hee Keum,1,1,P0012,,,no,1,Simultaneous Determination and Monitoring of Three Macrolide Antibiotics in Foods by HPLC,out_of_scope
A5078676150,Ju‐Hyun Sung,1,1,P0012,,,no,1,Simultaneous Determination and Monitoring of Three Macrolide Antibiotics in Foods by HPLC,out_of_scope
A5069664575,Chan-Soon Kang,1,1,P0012,,,no,1,Simultaneous Determination and Monitoring of Three Macrolide Antibiotics in Foods by HPLC,out_of_scope
A5042397212,Jae–Ho Joa,1,1,P0012,National Horticultural Research Institute,NG,no,1,Effect of Consecutive Application of Organic Matter on Soil Chemical Properties and Enzyme Activity in Potato Cultivation Soil,out_of_scope
A5109189681,Kyung-Hwan Moon,1,1,P0012,National Horticultural Research Institute,NG,no,1,Effect of Consecutive Application of Organic Matter on Soil Chemical Properties and Enzyme Activity in Potato Cultivation Soil,out_of_scope
A5049511911,Hyeong-Ho Seo,1,1,P0012,National Horticultural Research Institute,NG,no,1,Effect of Consecutive Application of Organic Matter on Soil Chemical Properties and Enzyme Activity in Potato Cultivation Soil,out_of_scope
A5061053430,Kyung-San Choi,1,1,P0012,National Horticultural Research Institute,NG,no,1,Effect of Consecutive Application of Organic Matter on Soil Chemical Properties and Enzyme Activity in Potato Cultivation Soil,out_of_scope
A5007629172,Soo-Yong Kang,1,1,P0012,,,no,1,Preparation and Characterization of Nano-sized Hydrogels (nanogels) Using Inverse-miniemulsion Polymerization Method for Protein Drug Delivery,out_of_scope
A5053427703,Odonchimeg Munkhjargal,1,1,P0012,,,no,1,Preparation and Characterization of Nano-sized Hydrogels (nanogels) Using Inverse-miniemulsion Polymerization Method for Protein Drug Delivery,out_of_scope
A5087658568,Ah-Reum Park,1,1,P0012,,,no,1,Preparation and Characterization of Nano-sized Hydrogels (nanogels) Using Inverse-miniemulsion Polymerization Method for Protein Drug Delivery,out_of_scope
A5085033601,Young‐Key Shim,1,1,P0012,,,no,1,Preparation and Characterization of Nano-sized Hydrogels (nanogels) Using Inverse-miniemulsion Polymerization Method for Protein Drug Delivery,out_of_scope
A5004567928,Wookyoung Lee,1,1,P0012,,,no,1,Preparation and Characterization of Nano-sized Hydrogels (nanogels) Using Inverse-miniemulsion Polymerization Method for Protein Drug Delivery,out_of_scope
A5012815855,Yong Suk Kim,1,1,P0012,,,no,1,Analysis of Position Accuracy of Topography using LiDAR Data,out_of_scope
A5113927888,Hyeog Mo Kwon,1,1,P0012,,,no,1,"Studies on the Appropriate Light Environment and Concentration of Growth Regulators for the Culture of Flower Pot Plants of a Jeju Native Plant, Polygonatum odoratum D.",out_of_scope
A5112050620,Sang Wook Koh,1,1,P0012,,,no,1,"Studies on the Appropriate Light Environment and Concentration of Growth Regulators for the Culture of Flower Pot Plants of a Jeju Native Plant, Polygonatum odoratum D.",out_of_scope
A5089008277,Boheum Mun,1,1,P0012,,,no,1,1-Methylcyclopropene Reduced Softening and Ripening of ‘Jecy Gold’ Kiwifruit,out_of_scope
A5060686728,Byung Don Oh,1,1,P0012,,,no,1,"Anticancer Activity of (10E) 1,10-heptadecadiene-4,6-diyne-3,8,9-triol and Anomalin Isolated from Roots of Peucedanum japonicum Thunb.",out_of_scope
A5002245392,Somi Kim,1,1,P0012,,,no,1,"Anticancer Activity of (10E) 1,10-heptadecadiene-4,6-diyne-3,8,9-triol and Anomalin Isolated from Roots of Peucedanum japonicum Thunb.",out_of_scope
A5088930397,Joon‐Shik Park,1,1,P0012,,,no,1,Estimation of Measurement Uncertainty in Aflatoxin B1 Analysis in peanut Butter by HPLC,out_of_scope
A5084769058,Eun Young Kwon,1,1,P0012,,,no,1,Estimation of Measurement Uncertainty in Aflatoxin B1 Analysis in peanut Butter by HPLC,out_of_scope
A5066028823,Eun Hee Keum,1,1,P0012,,,no,1,Estimation of Measurement Uncertainty in Aflatoxin B1 Analysis in peanut Butter by HPLC,out_of_scope
